지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa),clouds
130,울진,2022-02-01,0.9,,3.7,49.9,1015.4,clear
130,울진,2022-02-02,0.2,,3.7,39.4,1017.6,clouds
130,울진,2022-02-03,0.1,,2.9,34,1017.3,clouds
130,울진,2022-02-04,-0.7,,3,28.5,1014.4,clear
130,울진,2022-02-05,-3.2,,3.2,29.4,1014.8,clear
130,울진,2022-02-06,-0.8,,3.2,28.8,1018.1,clear
130,울진,2022-02-07,-0.5,,2.4,44.6,1020,clouds
130,울진,2022-02-08,0.2,,2.2,43.8,1019.7,clear
130,울진,2022-02-09,1.8,,2.3,56,1018.8,clouds
130,울진,2022-02-10,3.3,,3.1,56.8,1015.5,clouds
130,울진,2022-02-11,2.6,,2.1,53.9,1018.6,clear
130,울진,2022-02-12,4.7,,2.6,54,1018.9,clouds
130,울진,2022-02-13,4.7,4.2,2.4,79.3,1016.5,rain
130,울진,2022-02-14,5.1,0.1,2,73.1,1012.4,rain
130,울진,2022-02-15,0.1,,3.6,38,1010,clear
130,울진,2022-02-16,-3.5,,3.9,25.6,1012.3,clear
130,울진,2022-02-17,-4.4,,2.8,42.3,1019.7,clear
130,울진,2022-02-18,0.7,,2.8,52.3,1022.6,clouds
130,울진,2022-02-19,2.9,,2.5,34,1013.9,clouds
130,울진,2022-02-20,-1.3,,3.6,24.4,1015.2,clear
130,울진,2022-02-21,0.2,,2.9,32.6,1019.2,clear
130,울진,2022-02-22,-0.9,,2.9,30.6,1021.9,clear
130,울진,2022-02-23,-2.8,,2.5,41,1023.3,clear
130,울진,2022-02-24,1.1,,3.3,23,1020.1,clear
130,울진,2022-02-25,5.6,,3.3,36.9,1017.2,clear
130,울진,2022-02-26,8.5,0.1,4.2,39.3,1009.4,rain
130,울진,2022-02-27,6.1,,3.2,32.3,1012.6,clear
130,울진,2022-02-28,7.7,,2.5,41.8,1013.5,clouds
130,울진,2022-03-01,8.7,,2.6,50.1,1006.3,clouds
130,울진,2022-03-02,6.2,,3,41.8,1008,clear
130,울진,2022-03-03,4.6,,2.6,52.9,1010.7,clear
130,울진,2022-03-04,9.7,,2.9,40.6,1004.5,clouds
130,울진,2022-03-05,7,,3.8,21,1004,clear
130,울진,2022-03-06,2,,2.6,37,1013.1,clear
130,울진,2022-03-07,4.6,,2.4,49.1,1013.1,clouds
130,울진,2022-03-08,5.6,,2.2,51.6,1011.9,clear
130,울진,2022-03-09,6.4,,2.3,68.8,1015.8,clear
130,울진,2022-03-10,11.2,,2.8,44.6,1012.5,clouds
130,울진,2022-03-11,11.8,,2.4,36.4,1010.1,clear
130,울진,2022-03-12,10.3,,2.3,74,1010.6,clouds
130,울진,2022-03-13,8.4,17,3.3,90.9,1007.1,rain
130,울진,2022-03-14,9,1,2.6,84,1005.3,rain
130,울진,2022-03-15,8.6,,2.4,73.4,1006.9,clear
130,울진,2022-03-16,10.3,,2.2,65.6,1009.6,clouds
130,울진,2022-03-17,7.1,6.3,3.2,83.5,1017.1,rain
130,울진,2022-03-18,4.9,12,5.5,82.5,1008.2,rain
130,울진,2022-03-19,3,12.5,2.8,92.6,1004.6,rain
130,울진,2022-03-20,6,,2.3,68.3,1012,clouds
130,울진,2022-03-21,5.6,,2.4,70.4,1017.4,clouds
130,울진,2022-03-22,6,,3.4,64.6,1016.2,clouds
130,울진,2022-03-23,6.9,,2.8,55.1,1010.8,clouds
130,울진,2022-03-24,10.3,,2.8,52.8,1012.9,clouds
130,울진,2022-03-25,12,3.4,2.3,72.6,1010.7,rain
130,울진,2022-03-26,11.2,19.5,3.4,87.9,996,rain
130,울진,2022-03-27,11.1,,3,58.9,1007,clouds
130,울진,2022-03-28,7,,2.6,50.6,1020.3,clear
130,울진,2022-03-29,10.1,,2.9,59.1,1017.4,clear
130,울진,2022-03-30,12.2,0.2,2.6,58.3,1014.8,rain
130,울진,2022-03-31,6.7,5.3,3.4,89.1,1019.7,rain
130,울진,2022-04-01,6.4,0.1,2.6,75.1,1023.8,rain
130,울진,2022-04-02,8.7,,2.6,66.4,1020.2,clear
130,울진,2022-04-03,8.7,,2.2,66.9,1021.5,clear
130,울진,2022-04-04,10.7,,2.4,63.9,1019.7,clear
130,울진,2022-04-05,16.2,,3.8,20.3,1012.2,clouds
130,울진,2022-04-06,12.2,,2.8,62.3,1013.7,clouds
130,울진,2022-04-07,12.5,,2.9,52.9,1009.3,clouds
130,울진,2022-04-08,12.2,,2.7,60.5,1011.8,clear
130,울진,2022-04-09,23.1,,3.4,27.3,1006.3,clear
130,울진,2022-04-10,20,,3.1,39.5,1007.8,clear
130,울진,2022-04-11,18.6,,3,54.1,1005.5,clouds
130,울진,2022-04-12,17.2,,3.8,70.1,1003.9,clouds
130,울진,2022-04-13,8.9,3.4,5.3,84.3,1013.2,rain
130,울진,2022-04-14,8.3,2,4.2,80.9,1015.3,rain
130,울진,2022-04-15,9.5,,3.9,59.9,1013.3,clouds
130,울진,2022-04-16,9.6,,2.4,60,1010.2,clear
130,울진,2022-04-17,13.5,,2.1,40.3,1010.5,clear
130,울진,2022-04-18,15.6,,2.1,38.9,1010.2,clouds
130,울진,2022-04-19,12.6,,2,76.6,1010.5,clear
130,울진,2022-04-20,17.7,,2.7,32.4,1007.8,clear
130,울진,2022-04-21,17.3,,2.3,34,1005.6,clouds
130,울진,2022-04-22,21,,3.4,45.5,1002.2,clouds
130,울진,2022-04-23,15.3,,2.2,68.8,1007.3,clouds
130,울진,2022-04-24,18.6,,2.5,59.5,1002.7,clouds
130,울진,2022-04-25,18.5,,2.1,55.4,1005.2,clouds
130,울진,2022-04-26,16.6,20.3,2.4,86.9,996.5,rain
130,울진,2022-04-27,14.9,,3.5,59,1010,clouds
130,울진,2022-04-28,13.4,,2.3,72.8,1013.5,clouds
130,울진,2022-04-29,9.6,13,3.7,83.6,1012.2,rain
130,울진,2022-04-30,11.9,,2.1,73,1010.9,clouds
130,울진,2022-05-01,12.9,,2.4,49.5,1006,clouds
130,울진,2022-05-02,9.8,0.6,2.2,71.3,1008.5,rain
130,울진,2022-05-03,16.8,,3.1,42.9,1010.4,clear
130,울진,2022-05-04,23.3,,3.2,27.3,1009.5,clear
130,울진,2022-05-05,18.8,,2.7,51.6,1010.5,clear
130,울진,2022-05-06,18.2,,2.2,62.1,1008.5,clear
130,울진,2022-05-07,15.3,,2.7,70.1,1011.6,clouds
130,울진,2022-05-08,12.5,,1.5,73.6,1014.8,clouds
130,울진,2022-05-09,14,,1.8,66.8,1013.9,clouds
130,울진,2022-05-10,13.3,,2.2,64.4,1012.6,clouds
130,울진,2022-05-11,15.9,,2.3,66.9,1008.5,clouds
130,울진,2022-05-12,16.4,,3.1,73.9,1007.1,clouds
130,울진,2022-05-13,13,2,2.7,83.9,1003.8,rain
130,울진,2022-05-14,15.9,,2.1,58.1,1004.2,clouds
130,울진,2022-05-15,13.9,,2.2,52,1007.2,clouds
130,울진,2022-05-16,16.4,,2.2,50.5,1004.7,clear
130,울진,2022-05-17,18.5,,2.2,52.1,1007,clear
130,울진,2022-05-18,22.6,,2.6,38,1009.2,clouds
130,울진,2022-05-19,22.3,,2.5,31.9,1009.5,clouds
130,울진,2022-05-20,20.4,,2.4,45.9,1005.8,clouds
130,울진,2022-05-21,20.3,,2.2,56.8,1001,clear
130,울진,2022-05-22,20.3,,2.3,59.1,1001,clouds
130,울진,2022-05-23,17.8,,2,80.3,1005.8,clouds
130,울진,2022-05-24,19.9,0.1,1.9,71,1006.5,rain
130,울진,2022-05-25,23,,2.3,54.8,1000.6,clouds
130,울진,2022-05-26,18.9,,2.5,59.8,997,clouds
130,울진,2022-05-27,17.8,,2.1,57.5,994.1,clouds
130,울진,2022-05-28,26,,2.7,33.9,997.6,clear
130,울진,2022-05-29,22,,2.3,42.8,998.3,clear
130,울진,2022-05-30,18.3,,2.2,74.3,996.6,clouds
130,울진,2022-05-31,18.7,,2.1,62.5,1000.9,clouds
130,울진,2022-06-01,20.9,,2.2,48.1,999.3,clouds
130,울진,2022-06-02,20.2,,2.4,58.9,1000.1,clear
130,울진,2022-06-03,18.6,,2.7,80.5,1006.6,clouds
130,울진,2022-06-04,18.4,,1.7,82.8,1007.6,clouds
130,울진,2022-06-05,17.6,4.7,1.2,90.9,1000.5,rain
130,울진,2022-06-06,15.2,45.7,3.5,96.4,996.8,rain
130,울진,2022-06-07,15.3,0.8,3.1,81.8,1004.2,rain
130,울진,2022-06-08,16,,1.8,74.9,1008.1,clouds
130,울진,2022-06-09,16.9,0.1,1.5,80.8,1009.1,rain
130,울진,2022-06-10,18.2,,1.7,87.6,1008.3,clouds
130,울진,2022-06-11,19,,2.2,87.6,1009,clouds
130,울진,2022-06-12,18.4,,2.2,80.1,1009.4,clouds
130,울진,2022-06-13,18.6,,2.4,78.9,1007.6,clouds
130,울진,2022-06-14,16.5,10.6,3,86.1,1006.3,rain
130,울진,2022-06-15,16.8,2.9,2.1,87.1,1001.8,rain
130,울진,2022-06-16,20.9,,1.9,74,1000.8,clouds
130,울진,2022-06-17,22.5,,2.1,70.4,1000.7,clear
130,울진,2022-06-18,24.5,,1.8,71.8,1000.4,clouds
130,울진,2022-06-19,23.6,,1.8,81.4,1000.5,clouds
130,울진,2022-06-20,24,,1.6,79.8,999.1,clouds
130,울진,2022-06-21,21.6,,2,94,998.9,clouds
130,울진,2022-06-22,23.6,,1.6,85.8,1000.3,clouds
130,울진,2022-06-23,23.8,0.1,2.6,85,994.9,rain
130,울진,2022-06-24,25.6,0.3,2.9,69.8,990,rain
130,울진,2022-06-25,26.1,,3.4,62.9,997.8,clouds
130,울진,2022-06-26,25.9,,2.7,71.9,1002.7,clouds
130,울진,2022-06-27,22.3,11.8,2.7,89.6,1003.1,rain
130,울진,2022-06-28,25.9,,4,70.5,997.9,clouds
130,울진,2022-06-29,23.9,,3.7,78.9,999.2,clouds
130,울진,2022-06-30,25.2,5.1,2.2,82.3,1005.2,rain
130,울진,2022-07-01,24.6,,2.1,79.3,1008.3,clear
130,울진,2022-07-02,24.6,,2.1,77.6,1007.4,clouds
130,울진,2022-07-03,25,0.1,2.4,77,1002.6,rain
130,울진,2022-07-04,25.3,,2.2,78.5,1000.4,clouds
130,울진,2022-07-05,24.3,,1.4,89.9,1000.9,clouds
130,울진,2022-07-06,24.7,0.1,1.6,90.4,1004.1,rain
130,울진,2022-07-07,24.8,,2.2,87.4,1001.4,clouds
130,울진,2022-07-08,25.9,0.9,2.3,76.6,995.9,rain
130,울진,2022-07-09,25.9,0.1,2,80.4,996.6,rain
130,울진,2022-07-10,24.3,0.1,1.5,89.8,1001.3,rain
130,울진,2022-07-11,23.5,8.3,1.9,91.8,1000.8,rain
130,울진,2022-07-12,22.9,,2.5,83,1004.5,clouds
130,울진,2022-07-13,22.1,31.6,1.6,90.5,1000,rain
130,울진,2022-07-14,23.2,,2.4,87.4,994,clouds
130,울진,2022-07-15,22.7,3.8,1.4,92,993.8,rain
130,울진,2022-07-16,24.3,0.1,1.6,85.5,993.1,rain
130,울진,2022-07-17,24.1,0.1,1.7,85.9,994.8,rain
130,울진,2022-07-18,23.8,4.5,1.7,85.4,994.6,rain
130,울진,2022-07-19,24,1.1,2,89.4,996.5,rain
130,울진,2022-07-20,25.9,0.1,1.6,76.5,1000.1,rain
130,울진,2022-07-21,22,14.5,1.6,94.1,996.6,rain
130,울진,2022-07-22,23.1,0.1,2.6,87.1,1000,rain
130,울진,2022-07-23,23,0.7,1.7,86.6,1001.2,rain
130,울진,2022-07-24,23.6,7.7,1.6,93.6,998.1,rain
130,울진,2022-07-25,23.9,,2.2,89.1,1003.5,clouds
130,울진,2022-07-26,23.1,,1.4,90.4,1006,clouds
130,울진,2022-07-27,24.3,,1.7,86.6,1006.7,clouds
130,울진,2022-07-28,24.1,4.8,1.5,92.6,1008,rain
130,울진,2022-07-29,25.6,,1.4,91.4,1008.8,clouds
130,울진,2022-07-30,25.9,0.1,1.8,89.1,1006.6,rain
130,울진,2022-07-31,26,0.3,1.5,91.9,1003.4,rain
130,울진,2022-08-01,25.7,0.2,1.7,91.3,1002.5,rain
130,울진,2022-08-02,26.5,0.1,2.5,84.6,1003.3,rain
130,울진,2022-08-03,29.7,0.1,2,69.5,1003.1,rain
130,울진,2022-08-04,27.2,,2,79.1,1002.7,clouds
130,울진,2022-08-05,28.5,,1.8,75.4,999.5,clouds
130,울진,2022-08-06,29.4,0.1,1.9,72.9,999.3,rain
130,울진,2022-08-07,30.4,,1.9,70.9,1000.1,clouds
130,울진,2022-08-08,29.7,0.5,2.8,67,999.9,rain
130,울진,2022-08-09,26.2,11,1.8,83.6,1000.7,rain
130,울진,2022-08-10,23.2,19.7,1.1,95.3,1000.8,rain
130,울진,2022-08-11,24.9,17,1.4,91.4,998.4,rain
130,울진,2022-08-12,26.3,,2,81.6,1000.2,clouds
130,울진,2022-08-13,25.5,3.3,2,88.8,999.9,rain
130,울진,2022-08-14,25.6,4.3,1.8,90.4,1000.6,rain
130,울진,2022-08-15,29.3,0.1,2.6,69,994.9,rain
130,울진,2022-08-16,26,2,2.4,82.8,997.6,rain
130,울진,2022-08-17,24.1,1.3,1.9,90.5,1001.9,rain
130,울진,2022-08-18,23.1,,1.6,88.3,1002,clouds
130,울진,2022-08-19,26.2,3.3,2.4,74,996.7,rain
130,울진,2022-08-20,24.8,20.7,2.1,88.8,997.4,rain
130,울진,2022-08-21,23.1,,1.8,82.5,1001.4,clouds
130,울진,2022-08-22,23.7,,2,80.5,998.6,clouds
130,울진,2022-08-23,24.3,0.3,1.6,82.4,1000.9,rain
130,울진,2022-08-24,23,,1.6,80.3,1004.3,clouds
130,울진,2022-08-25,22.8,0.1,1.4,77.4,1001.2,rain
130,울진,2022-08-26,23.4,,1.8,65,1000.6,clouds
130,울진,2022-08-27,21.7,,2.3,64.4,1003.5,clouds
130,울진,2022-08-28,20.4,,2.1,69.4,1010.5,clear
130,울진,2022-08-29,20.5,0.3,1.4,77.9,1010.8,rain
130,울진,2022-08-30,19.4,48.4,1.8,91.6,1006.8,rain
130,울진,2022-08-31,20.1,39.8,2.5,93.6,1003.4,rain
130,울진,2022-09-01,20.7,,1.4,88.4,1008.6,clouds
130,울진,2022-09-02,21.5,,2.3,86.5,1012.6,clouds
130,울진,2022-09-03,22.3,2,2,83.6,1011.7,rain
130,울진,2022-09-04,21.4,7.6,1.9,96.6,1006.1,rain
130,울진,2022-09-05,21.5,22.9,2.7,94.9,1001.6,rain
130,울진,2022-09-06,19.9,79,5.3,87.9,996,rain
130,울진,2022-09-07,20,,1.9,67,1010.5,clear
130,울진,2022-09-08,19.9,,2,76.3,1013.1,clouds
130,울진,2022-09-09,20,,2.2,82.1,1013.7,clouds
130,울진,2022-09-10,21.3,,2.9,79.6,1013.3,clouds
130,울진,2022-09-11,21.5,,2.2,85.8,1010.6,clouds
130,울진,2022-09-12,20.9,,1.4,85.8,1009.6,clouds
130,울진,2022-09-13,22.1,,2.3,85.4,1012.5,clouds
130,울진,2022-09-14,22.9,,3.7,80.5,1013.7,clouds
130,울진,2022-09-15,21.8,,2.2,79.6,1009.7,clouds
130,울진,2022-09-16,22,,1.7,89,1005.2,clouds
130,울진,2022-09-17,24.2,1.6,1.9,89.3,1002.9,rain
130,울진,2022-09-18,23.7,0.1,3.3,90.1,999.2,rain
130,울진,2022-09-19,20.1,16.5,6.8,84.3,995.5,rain
130,울진,2022-09-20,16.9,0.1,3.2,66.9,1008.9,rain
130,울진,2022-09-21,15.6,,2.1,71.4,1013.5,clear
130,울진,2022-09-22,17.7,,1.8,76.5,1010.6,clouds
130,울진,2022-09-23,20.8,,2.3,54.6,1005.1,clouds
130,울진,2022-09-24,18.2,,2.2,52.6,1009.7,clouds
130,울진,2022-09-25,18.2,,1.8,70.8,1010.9,clouds
130,울진,2022-09-26,18.4,,1.6,76.1,1011.1,clouds
130,울진,2022-09-27,18.2,,2.1,78.5,1011.1,clouds
130,울진,2022-09-28,18.5,,1.7,81.3,1007.9,clouds
130,울진,2022-09-29,18.8,,2,79.3,1008,clear
130,울진,2022-09-30,19.4,,2,71.5,1009.3,clear
130,울진,2022-10-01,19.6,,2,65.3,1011,clouds
130,울진,2022-10-02,18.9,1.8,1.4,77.5,1012.4,rain
130,울진,2022-10-03,23.6,,2.1,75.9,1006.7,clouds
130,울진,2022-10-04,17.3,53.9,3.2,92.6,1007.8,rain
130,울진,2022-10-05,13.5,32.4,2.2,95.3,1015.7,rain
130,울진,2022-10-06,14.5,94.5,2.9,96.6,1013.2,rain
130,울진,2022-10-07,13,39.5,3.4,94.8,1013.7,rain
130,울진,2022-10-08,13.9,,2.5,76.3,1020.2,clouds
130,울진,2022-10-09,14.4,1.8,1.7,83.1,1011.7,rain
130,울진,2022-10-10,12.7,,4.2,54.3,1003.1,clouds
130,울진,2022-10-11,12.4,,2.5,60.6,1013,clear
130,울진,2022-10-12,13.4,,2.1,76.8,1021.4,clear
130,울진,2022-10-13,14.5,,2.1,78,1019.9,clear
130,울진,2022-10-14,14.9,,1.8,81.8,1015.1,clouds
130,울진,2022-10-15,16.7,,1.6,82.6,1014.4,clouds
130,울진,2022-10-16,18.1,,1.5,80.9,1011.5,clouds
130,울진,2022-10-17,15.4,,3,64.1,1009.8,clouds
130,울진,2022-10-18,11.3,0.4,2.4,59.5,1014.9,rain
130,울진,2022-10-19,10.3,,2.3,56.9,1018.7,clear
130,울진,2022-10-20,13.2,,2.3,54.5,1019.7,clear
130,울진,2022-10-21,17.3,,2.5,33.9,1015.4,clouds
130,울진,2022-10-22,16.7,,2.4,43.8,1012.3,clouds
130,울진,2022-10-23,12.6,24.5,2.5,85.5,1012.2,rain
130,울진,2022-10-24,8.7,14.2,3.7,84.8,1014.6,rain
130,울진,2022-10-25,10.2,1.5,3.3,75.8,1022.3,rain
130,울진,2022-10-26,12.3,,2.2,69.8,1021.4,clouds
130,울진,2022-10-27,13.1,,1.9,66.3,1018.5,clouds
130,울진,2022-10-28,12.1,19.4,2.3,92.9,1021.6,rain
130,울진,2022-10-29,13,1.1,1.8,87,1022,rain
130,울진,2022-10-30,12.6,11,1.6,88.6,1021.3,rain
130,울진,2022-10-31,12.7,,1.9,73.1,1019.2,clouds
130,울진,2022-11-01,13,,2,72,1014.5,clear
130,울진,2022-11-02,13.5,,2.1,63.1,1013.1,clear
130,울진,2022-11-03,12.3,,1.9,54.6,1010.7,clouds
130,울진,2022-11-04,8.8,,2.9,52.3,1013.7,clear
130,울진,2022-11-05,7.7,,2.1,41,1016.8,clear
130,울진,2022-11-06,8.5,,2.2,51.5,1018,clear
130,울진,2022-11-07,10.8,,2,54,1016.2,clear
130,울진,2022-11-08,11.7,,2,58.6,1017.9,clear
130,울진,2022-11-09,13.6,,2.6,51.8,1017,clouds
130,울진,2022-11-10,13.5,,2.1,61.1,1018.2,clouds
130,울진,2022-11-11,14.2,,2,78.9,1020.7,clouds
130,울진,2022-11-12,18.1,,2.7,71.9,1010.7,clouds
130,울진,2022-11-13,13.5,13.3,3.7,84.1,1008.6,rain
130,울진,2022-11-14,11,,2,67.4,1011.3,clouds
130,울진,2022-11-15,10.4,,2.8,47.3,1009.4,clear
130,울진,2022-11-16,10.1,,2.4,53.8,1012.8,clear
130,울진,2022-11-17,9.6,,2.1,60.9,1017.6,clouds
130,울진,2022-11-18,10.5,,2.3,60.9,1020.2,clear
130,울진,2022-11-19,12.1,,2.4,71.5,1018.3,clouds
130,울진,2022-11-20,11.6,,1.9,79.9,1014.6,clouds
130,울진,2022-11-21,13.6,,2,69,1014.2,clouds
130,울진,2022-11-22,11.6,146.7,2.6,80.6,1015.5,rain
130,울진,2022-11-23,12,31,4,85,1010.4,rain
130,울진,2022-11-24,10,,2,72.9,1014,clouds
130,울진,2022-11-25,14.5,,2.9,36,1009.8,clear
130,울진,2022-11-26,12.8,,2.9,35.6,1008.8,clear
130,울진,2022-11-27,8.9,,2.3,44.3,1014.7,clouds
130,울진,2022-11-28,14.3,2.8,2.2,70.3,1010,rain
130,울진,2022-11-29,12.9,6.8,2.6,73,1005.8,rain
130,울진,2022-11-30,1.3,,3.2,26.5,1019.6,clouds
130,울진,2022-12-01,-1,,2.9,30.5,1022.1,clouds
130,울진,2022-12-02,0.4,,2.6,37.3,1022.4,clear
130,울진,2022-12-03,5.2,,3.8,49.4,1017.4,clouds
130,울진,2022-12-04,3.2,,2.5,34.8,1020.6,clouds
130,울진,2022-12-05,1.5,,2.5,35.9,1019.5,clouds
130,울진,2022-12-06,2.3,,2.9,43,1015.4,clear
130,울진,2022-12-07,5.7,,3.1,47.3,1015.1,clear
130,울진,2022-12-08,5.7,,2.6,42.1,1018.2,clear
130,울진,2022-12-09,5.7,,2.5,49.1,1015.6,clouds
130,울진,2022-12-10,5.1,,2.4,57.8,1012.9,clouds
130,울진,2022-12-11,4.8,3.6,3.7,75.3,1015.7,snow
130,울진,2022-12-12,6.1,,2.5,64.3,1012.5,clouds
130,울진,2022-12-13,4.1,0.1,3.3,55.5,1008.8,snow
130,울진,2022-12-14,-3.7,,3.6,28.3,1016.6,clear
130,울진,2022-12-15,-1,,2.7,54.8,1017.2,clouds
130,울진,2022-12-16,0,,2.4,34.1,1020.4,clouds
130,울진,2022-12-17,-2.3,,3.1,29.9,1015.8,clouds
130,울진,2022-12-18,-5.4,,3.5,26.3,1013.1,clear
130,울진,2022-12-19,-3,,3,38.5,1017.5,clear
130,울진,2022-12-20,0.1,,2.6,35.8,1018.6,clear
130,울진,2022-12-21,3.6,0.3,2.9,57.4,1004.8,snow
130,울진,2022-12-22,-3,,4.2,35,998.2,clouds
130,울진,2022-12-23,-7.2,,4.7,37.1,999.2,clouds
130,울진,2022-12-24,-0.2,,3.4,48.6,1009.1,clouds
130,울진,2022-12-25,1.7,,3.7,40.3,1012.5,clouds
130,울진,2022-12-26,1.6,,2.5,45,1017,clouds
130,울진,2022-12-27,3,,2.9,34.8,1019.6,clouds
130,울진,2022-12-28,1.3,,3.5,37.9,1020,clouds
130,울진,2022-12-29,0,,2.8,32.6,1023.7,clouds
130,울진,2022-12-30,1.1,,2.5,45.6,1023,clouds
130,울진,2022-12-31,1.7,,3.4,40.1,1020.7,clouds
136,안동,2022-01-01,-6.1,,0.7,41.5,1013.4,clear
136,안동,2022-01-02,-2.9,,1.1,50.5,1008.9,clear
136,안동,2022-01-03,-2.7,,1.7,49.3,1008.4,clear
136,안동,2022-01-04,0.3,,1.7,40.6,1009.3,clear
136,안동,2022-01-05,-2.3,,0.5,54,1010.5,clouds
136,안동,2022-01-06,-0.1,,1.6,45.5,1010.2,clear
136,안동,2022-01-07,-2.9,,0.7,47.3,1012.2,clear
136,안동,2022-01-08,-1.1,,1.3,52.4,1007.2,clear
136,안동,2022-01-09,1.7,,0.6,62.5,1005.3,clouds
136,안동,2022-01-10,0.5,,0.9,58.5,1003.1,clouds
136,안동,2022-01-11,-3.3,,4.2,41.3,1000.2,clear
136,안동,2022-01-12,-5.9,,3.3,36,1004.2,clear
136,안동,2022-01-13,-5.5,,3.7,36.1,1002.3,clear
136,안동,2022-01-14,-5.6,,1.3,37.8,1007.8,clear
136,안동,2022-01-15,-1.9,,0.6,45.3,1006.1,clouds
136,안동,2022-01-16,0.3,,2.9,41.4,1006.1,clear
136,안동,2022-01-17,-3.1,0.1,3.4,43.6,1008.3,snow
136,안동,2022-01-18,-4.8,,1.8,36.8,1010.1,clear
136,안동,2022-01-19,-4.6,0.1,1.6,56.4,1006.8,snow
136,안동,2022-01-20,-3.6,,1.1,50.4,1010.5,clear
136,안동,2022-01-21,-3.6,,0.5,50.5,1013.6,clear
136,안동,2022-01-22,-0.3,,0.6,58.9,1010.1,clouds
136,안동,2022-01-23,4.5,,0.8,59.8,1004.8,clouds
136,안동,2022-01-24,2.4,,1.6,61.8,1006.6,clouds
136,안동,2022-01-25,0.8,0.1,0.9,78.8,1005.1,snow
136,안동,2022-01-26,1.6,,1.5,60.4,1006.8,clouds
136,안동,2022-01-27,0.2,,1.1,50,1006.7,clouds
136,안동,2022-01-28,-0.9,,1.9,36.6,1006,clouds
136,안동,2022-01-29,-1.7,,2.6,34,1003.4,clouds
136,안동,2022-01-30,-2.7,,1.2,40.9,1004.1,clouds
136,안동,2022-01-31,-2.6,,1.3,41.3,1006.8,clear
136,안동,2022-02-01,-1.2,0.1,3.1,54.5,1007.2,snow
136,안동,2022-02-02,-1.6,,2.8,45.8,1009.9,clouds
136,안동,2022-02-03,-2.5,,2.3,41.4,1008.7,clear
136,안동,2022-02-04,-3,,3.7,35.6,1006.1,clear
136,안동,2022-02-05,-5.4,,4.1,35.4,1007.1,clear
136,안동,2022-02-06,-3.1,,3.1,36.5,1009.6,clear
136,안동,2022-02-07,-2.2,,1.6,36.9,1010.4,clouds
136,안동,2022-02-08,-1.8,,1,42.3,1010,clouds
136,안동,2022-02-09,-0.5,,0.7,47.5,1008.6,clouds
136,안동,2022-02-10,2.1,,1.3,38.8,1005.4,clouds
136,안동,2022-02-11,1.2,,0.9,40.9,1008.9,clear
136,안동,2022-02-12,2.7,,1.2,47.8,1008.3,clouds
136,안동,2022-02-13,3.7,,1.1,65.3,1005.4,clouds
136,안동,2022-02-14,4,,1.9,56.9,1002.9,clouds
136,안동,2022-02-15,-2.5,0.1,4.4,44.6,1002.5,snow
136,안동,2022-02-16,-5.8,,4.2,35.1,1004.3,clear
136,안동,2022-02-17,-6.1,,2.3,32.1,1009.9,clear
136,안동,2022-02-18,-3.5,,0.9,41.6,1013.1,clouds
136,안동,2022-02-19,-0.3,,2,40.1,1005.2,clear
136,안동,2022-02-20,-4.2,,3.8,31.6,1007.1,clear
136,안동,2022-02-21,-1.8,0.1,2.8,47.1,1010.3,snow
136,안동,2022-02-22,-2.8,,3.7,33.6,1012.9,clear
136,안동,2022-02-23,-4.2,,2.9,31.8,1013.9,clouds
136,안동,2022-02-24,-2.8,,2.5,33.5,1012.4,clear
136,안동,2022-02-25,2.2,,1.9,46.8,1009.5,clear
136,안동,2022-02-26,4.8,0.1,2.6,49.5,1001.7,rain
136,안동,2022-02-27,4.8,,3.3,32.9,1004.2,clear
136,안동,2022-02-28,4.7,,1,37.6,1004.6,clouds
136,안동,2022-03-01,5.8,0.1,2,51.8,997.4,rain
136,안동,2022-03-02,4,,2.6,39.3,999.9,clear
136,안동,2022-03-03,5.4,,1.7,41.9,1001.1,clear
136,안동,2022-03-04,7.4,,1.8,42.6,996.5,clouds
136,안동,2022-03-05,4,,5,29.9,996.5,clear
136,안동,2022-03-06,2.2,,2.6,23.4,1003.3,clear
136,안동,2022-03-07,2.7,,1,32.4,1003.6,clouds
136,안동,2022-03-08,5.1,,1.2,38.1,1002.2,clear
136,안동,2022-03-09,6.7,,1.1,50.1,1005.2,clear
136,안동,2022-03-10,8.2,,1.3,48.3,1004.3,clouds
136,안동,2022-03-11,10.7,,1.5,48.8,1001.7,clouds
136,안동,2022-03-12,12.9,,0.8,61.5,999.7,clouds
136,안동,2022-03-13,12.3,31,0.8,84.6,995.4,rain
136,안동,2022-03-14,9,2,2.2,79.9,995.7,rain
136,안동,2022-03-15,8.8,,1.4,62.1,997.3,clear
136,안동,2022-03-16,10.4,,0.8,56,999.5,clouds
136,안동,2022-03-17,7.3,4.9,2.5,75.4,1004.7,rain
136,안동,2022-03-18,4.7,6.9,2.1,74,995.9,rain
136,안동,2022-03-19,2.6,9.2,0.7,85.1,993.7,rain
136,안동,2022-03-20,4.7,,1.5,70.1,1002.2,clouds
136,안동,2022-03-21,5.6,,1.2,57.1,1006.6,clouds
136,안동,2022-03-22,6.2,,1.5,53.5,1005.1,clouds
136,안동,2022-03-23,3.9,,1.4,65.3,1001.8,clouds
136,안동,2022-03-24,6,,0.9,66.5,1004.2,clear
